City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Genhe,50.7833,121.5167,29.57,89,0,1.9,CN,1635020261
Pemangkat,1.1667,108.9667,77.07,84,95,3.58,ID,1635020261
Broome,42.2506,-75.833,49.55,76,90,0.0,US,1635020262
Envira,-7.3,-70.2167,86.18,61,94,2.35,BR,1635020262
Palāsa,18.7667,84.4167,73.65,74,89,3.31,IN,1635020262
Quanzhou,24.9139,118.5858,69.17,86,100,7.34,CN,1635020263
Mahébourg,-20.4081,57.7,74.25,76,56,11.39,MU,1635020263
Nanortalik,60.1432,-45.2371,35.8,73,38,3.09,GL,1635020263
Surazh,53.0175,32.3918,43.47,62,100,13.73,RU,1635020263
Nanzhang,31.7765,111.8386,51.06,66,1,4.79,CN,1635020264
Dubti,11.7361,41.0853,88.14,35,30,18.28,ET,1635020174
Touros,-5.1989,-35.4608,83.3,68,8,12.84,BR,1635020264
San Patricio,28.017,-97.5169,89.58,49,18,14.94,US,1635020265
Vardø,70.3705,31.1107,34.02,73,100,18.77,NO,1635020265
Tazovsky,67.4667,78.7,27.25,97,100,8.9,RU,1635020265
Corozal,9.3151,-75.2928,83.43,77,66,8.88,CO,1635020266
Saint George,37.1041,-113.5841,77.47,22,1,7.0,US,1635020193
Devils Lake,48.1128,-98.8651,46.51,61,1,14.0,US,1635020266
Pedernales,18.0384,-71.744,86.31,60,54,1.28,DO,1635020266
Hungund,16.0667,76.05,72.0,92,100,12.55,IN,1635020266
Shangrao,28.4532,117.9686,55.2,97,100,2.82,CN,1635020267
Matagami,49.7502,-77.6328,44.71,57,90,11.5,CA,1635020267
Udachny,66.4167,112.4,24.06,85,58,17.6,RU,1635020267
Saint-François,46.4154,3.9054,38.68,93,0,1.14,FR,1635020268
Kulhudhuffushi,6.6221,73.07,81.43,78,100,14.97,MV,1635020268
Petropavlovka,50.6114,105.3196,35.55,62,100,1.86,RU,1635020268
Beringovskiy,63.05,179.3167,10.62,79,3,10.11,RU,1635020269
Sioux Lookout,50.1001,-91.917,42.87,61,75,9.22,CA,1635020269
Meulaboh,4.1363,96.1285,76.68,90,100,3.85,ID,1635020269
Mogadishu,2.0371,45.3438,79.45,83,0,7.7,SO,1635020270
Vidim,56.4088,103.1106,30.25,91,100,6.58,RU,1635020270
Santiago,-33.4569,-70.6483,76.44,26,0,5.75,CL,1635020220
Medicine Hat,50.0501,-110.6683,54.03,60,90,8.01,CA,1635020270
Pringsewu,-5.3582,104.9744,73.17,95,86,1.03,ID,1635020270
Hede,33.7681,120.2517,56.68,67,100,0.85,CN,1635020271
Bambanglipuro,-7.95,110.2833,76.98,88,99,3.78,ID,1635020271
Ambilobe,-13.2,49.05,75.76,85,5,3.62,MG,1635020271
Wewak,-3.5534,143.6268,79.3,83,100,8.95,PG,1635020272
Pueblo,38.2545,-104.6091,77.85,18,1,4.61,US,1635020272
Kieta,-6.2167,155.6333,79.5,79,20,2.82,PG,1635020272
Takoradze,4.8845,-1.7554,78.33,84,100,6.29,GH,1635020273
Darfo,45.8779,10.1812,57.61,80,0,3.0,IT,1635020273
Xingyi,24.1877,102.817,52.88,97,100,2.53,CN,1635020273
Gladstone,-23.85,151.25,71.53,83,50,4.61,AU,1635020274
Prince Rupert,54.3161,-130.3201,47.89,81,90,21.85,CA,1635020274
Lázaro Cárdenas,17.9583,-102.2,82.4,76,100,7.96,MX,1635020274
Esperance,-33.8667,121.9,52.7,67,50,16.46,AU,1635020275
Fort Nelson,58.8053,-122.7002,36.99,100,75,0.0,CA,1635020115
São Desidério,-12.3633,-44.9733,81.88,58,100,5.99,BR,1635020275
Inírida,3.8653,-67.9239,84.07,82,97,0.85,CO,1635020275
Kushmurun,52.4503,64.6311,50.54,74,100,12.39,KZ,1635020276
Tongren,27.7172,109.1853,50.49,81,0,2.13,CN,1635020276
Agirish,61.9247,63.0231,37.99,85,96,14.0,RU,1635020276
North Platte,41.1239,-100.7654,51.69,71,90,13.8,US,1635020277
Hobyo,5.3505,48.5268,79.43,79,54,10.85,SO,1635020277
Burlington,39.8835,-74.6413,64.72,69,75,1.99,US,1635020083
Arraias,-12.9288,-46.9437,82.87,51,100,1.59,BR,1635020277
Pontianak,-0.0333,109.3333,75.18,100,90,1.14,ID,1635020112
Deputatsky,69.3,139.9,-6.9,100,100,2.37,RU,1635020011
Pinega,64.7001,43.3936,22.87,97,100,3.56,RU,1635020278
Coyhaique,-45.5752,-72.0662,54.21,46,40,12.66,CL,1635020278
Yugorsk,61.3133,63.3319,39.74,75,80,14.23,RU,1635020278
Waipawa,-41.4122,175.5153,56.44,68,98,2.59,NZ,1635020279
Bosaso,11.2842,49.1816,79.3,59,45,4.27,SO,1635020279
Umm Kaddadah,13.6017,26.6876,88.95,17,38,16.91,SD,1635020279
Denpasar,-8.65,115.2167,78.46,83,40,3.44,ID,1635020049
Livingston,55.9029,-3.5226,54.27,79,20,19.57,GB,1635020173
Jakar,27.5492,90.7525,47.52,94,83,0.36,BT,1635020280
Sur,22.5667,59.5289,81.43,61,0,8.5,OM,1635020280
Wajir,1.7471,40.0573,87.4,38,5,7.9,KE,1635020281
Preobrazheniye,42.9019,133.9064,44.42,58,0,8.43,RU,1635020281
Fayaoué,-20.65,166.5333,75.38,75,95,18.1,NC,1635020282
Tibati,6.4667,12.6333,69.28,91,100,1.14,CM,1635020282
Zeya,53.75,127.2667,34.86,75,8,1.72,RU,1635020283
Ubinskoye,55.3068,79.6802,46.22,79,100,16.69,RU,1635020284
Villány,45.8689,18.4539,51.22,69,96,4.36,HU,1635020284
Aswān,24.0934,32.907,78.1,29,0,9.22,EG,1635020284
Miraflores,19.2167,-98.8083,73.02,71,100,1.16,MX,1635020285
Itaqui,-29.1253,-56.5531,62.78,93,100,15.35,BR,1635020285
Itarema,-2.9248,-39.9167,82.44,73,67,15.26,BR,1635020285
Luangwa,-15.6167,30.4167,84.56,31,11,0.98,ZM,1635020286
Matara,5.9485,80.5353,77.83,83,28,8.86,LK,1635020286
Santa Vitória do Palmar,-33.5189,-53.3681,63.19,67,100,3.31,BR,1635020286
Napāsar,27.9667,73.55,76.26,54,49,13.87,IN,1635020286
La Constancia,24.2231,-107.1869,90.21,69,86,8.05,MX,1635020287
Kapoeta,4.7717,33.5903,84.24,37,31,5.59,SS,1635020287
Bassano,50.7834,-112.4685,45.99,76,100,15.7,CA,1635020288
Goderich,43.7501,-81.7165,48.04,81,100,5.75,CA,1635020288
Kloulklubed,7.0419,134.2556,82.38,72,32,1.07,PW,1635020288
Smirnykh,49.75,142.8333,30.29,89,2,3.18,RU,1635020289
Arlit,18.7369,7.3853,89.22,11,4,7.76,NE,1635020289
Gijón,43.5357,-5.6615,59.25,87,96,4.0,ES,1635020289
Kalinino,59.6167,42.25,36.97,97,100,3.8,RU,1635020290
Juegang,32.3174,121.1855,58.98,61,100,3.31,CN,1635020290
Petatlán,17.5167,-101.2667,87.6,92,100,5.61,MX,1635020291
Makokou,0.5738,12.8642,69.82,98,99,1.88,GA,1635020291
Bathsheba,13.2167,-59.5167,86.61,62,40,20.71,BB,1635020291
Benalla,-36.55,145.9833,48.85,78,3,6.93,AU,1635020292
Camacha,33.0833,-16.3333,67.42,64,40,9.22,PT,1635020293
Chalmette,29.9427,-89.9634,84.99,62,1,5.99,US,1635020293
Macon,39.8667,-88.9668,59.88,67,90,12.66,US,1635020294
Igarka,67.4667,86.5833,29.32,97,100,13.51,RU,1635020294
Buchanan,5.8808,-10.0467,77.58,89,100,5.73,LR,1635020294
Kungurtug,50.5994,97.5228,26.83,72,1,1.36,RU,1635020295
General Pico,-35.6566,-63.7568,73.62,19,0,17.58,AR,1635020295
Sitka,57.0531,-135.33,46.29,76,75,9.22,US,1635020295
Narsaq,60.9167,-46.05,34.02,72,70,1.14,GL,1635020296
Upata,8.0086,-62.3989,78.19,85,91,5.73,VE,1635020296
Calama,-22.4667,-68.9333,70.29,16,0,29.93,CL,1635020296
Oddur,4.1213,43.8894,76.69,71,83,13.24,SO,1635020297
Solnechnyy,50.7214,136.6319,32.7,86,0,3.56,RU,1635020297
Eten,-6.9081,-79.8642,68.25,64,0,23.02,PE,1635020297
Inuvik,68.3499,-133.7218,29.26,86,75,4.61,CA,1635020298
Liloy,8.1144,122.6594,76.66,88,97,3.24,PH,1635020298
Tabou,4.423,-7.3528,76.93,89,38,7.49,CI,1635020298
Husavik,66.0449,-17.3389,35.51,97,100,3.29,IS,1635020177
Antsohihy,-14.8796,47.9875,78.17,80,11,0.74,MG,1635020299
Korla,41.7597,86.1469,52.83,34,100,4.36,CN,1635020299
Serravalle Pistoiese,43.9061,10.8327,63.1,67,9,3.0,IT,1635020299
Nagtipunan,16.2167,121.6,73.13,99,100,2.44,PH,1635020300
Hamilton,39.1834,-84.5333,60.24,69,90,4.61,US,1635020115
Gornyy,55.1153,83.9059,42.8,82,100,21.3,RU,1635020300
Havre-St-Pierre,50.2334,-63.5986,48.2,100,90,3.44,CA,1635020300
Dudinka,69.4058,86.1778,23.58,96,100,6.53,RU,1635020301
Porto Santo,33.072,-16.3415,70.18,64,40,9.22,PT,1635020301
Zyryanka,65.75,150.85,-9.56,99,32,4.97,RU,1635020301
Sorong,-0.8833,131.25,79.54,80,100,8.79,ID,1635020302
Khasan,42.4308,130.6434,45.7,55,0,6.6,RU,1635020302
Evensk,61.95,159.2333,10.89,74,100,11.21,RU,1635020302
Balyqshy,47.0667,51.8667,46.4,76,0,8.95,KZ,1635020303
Bafoulabé,13.8065,-10.8321,81.79,72,44,5.35,ML,1635020303
Kuloy,61.0305,42.4925,34.43,97,100,6.8,RU,1635020303
Dvinskoy,62.1535,45.1175,31.89,85,99,6.2,RU,1635020304
Ol'ga,43.7444,135.2892,37.81,70,0,6.08,RU,1635020304
Abbeville,50.1,1.8333,49.5,80,14,7.11,FR,1635020304
Shiyan,32.6475,110.7781,47.95,77,6,3.47,CN,1635020305
Nuuk,64.1835,-51.7216,29.01,50,75,12.66,GL,1635020116
Nantucket,41.2835,-70.0995,62.71,68,1,6.91,US,1635020166
Ryōtsu-minato,38.0833,138.4333,55.89,64,77,6.46,JP,1635020305
Comodoro Rivadavia,-45.8667,-67.5,64.26,13,0,35.68,AR,1635020305
Tres Arroyos,-38.3739,-60.2798,60.22,43,3,19.75,AR,1635020306
Baykit,61.67,96.37,33.71,93,100,9.17,RU,1635020307
Southampton,50.904,-1.4043,55.89,73,75,7.0,GB,1635020307
Sobolevo,54.4299,31.8996,41.29,72,94,16.06,RU,1635020307
Shingū,33.7333,135.9833,49.19,72,0,5.79,JP,1635020308
Międzyrzec Podlaski,51.9864,22.7825,39.88,86,9,11.65,PL,1635020308
Amahai,-3.3333,128.9167,77.65,87,97,4.43,ID,1635020178
Flinders,-34.5833,150.8552,62.2,87,77,1.99,AU,1635020308
Skjervøy,70.0311,20.9714,34.39,73,100,7.31,NO,1635020309
Karratha,-20.7377,116.8463,79.29,39,89,3.15,AU,1635020309
Poum,-20.2333,164.0167,73.53,80,6,11.43,NC,1635020309
Coahuayana Viejo,18.7333,-103.6833,89.08,69,100,5.14,MX,1635020310
Hambantota,6.1241,81.1185,78.96,80,38,12.95,LK,1635020310
Pleasant Point,-44.2667,171.1333,54.28,95,100,0.87,NZ,1635020310
Nerchinskiy Zavod,51.3088,119.61,30.0,84,1,3.09,RU,1635020310
Trat,12.5,102.5,81.99,92,100,6.82,TH,1635020311
Mahon,39.8885,4.2658,64.96,77,20,16.11,ES,1635020311
Hualmay,-11.0964,-77.6139,68.22,71,12,12.57,PE,1635020311
Catia La Mar,10.6038,-67.0303,86.2,74,40,2.3,VE,1635020312
Vagay,57.9375,69.0217,43.39,74,6,13.78,RU,1635020312
Burnham,41.6389,-87.5567,58.14,48,1,1.99,US,1635020312
Cap Malheureux,-19.9842,57.6142,74.46,75,99,3.0,MU,1635020313
Iquitos,-3.7481,-73.2472,93.24,59,75,8.05,PE,1635020079
Lebanon,36.2081,-86.2911,74.64,62,75,0.0,US,1635020313
Maragogi,-9.0122,-35.2225,80.04,77,26,10.58,BR,1635020313
Severomuysk,56.1481,113.4267,16.12,80,89,3.67,RU,1635020314
Calgary,51.0501,-114.0853,45.99,93,90,11.99,CA,1635020187
Puerto Colombia,10.9878,-74.9547,80.69,71,46,5.39,CO,1635020314
Kilindoni,-7.9139,39.6668,78.03,77,5,12.64,TZ,1635020314
Seoul,37.5683,126.9778,45.84,93,26,3.44,KR,1635020265
Altea,38.5989,-0.0514,66.69,75,1,2.44,ES,1635020315
Sirte,31.2089,16.5887,81.09,36,100,17.52,LY,1635020315
San José de Gracia,20.6667,-102.5833,77.38,37,100,3.49,MX,1635020315
Porosozero,62.7191,32.727,28.08,92,100,7.14,RU,1635020316
Hasanpur,28.7167,78.2833,70.09,68,0,5.68,IN,1635020316
Egvekinot,66.3167,-179.1667,9.45,79,100,7.61,RU,1635020316
Lat Yao,15.751,99.7893,73.11,91,22,2.08,TH,1635020316
Makhinjauri,41.6739,41.694,53.46,82,0,14.97,GE,1635020317
Slave Lake,55.2834,-114.769,35.58,93,90,11.5,CA,1635020107
Yuryuzan',54.8633,58.4219,43.68,83,14,8.88,RU,1635020317
Shambu,9.5667,37.1,50.9,62,24,3.98,ET,1635020318
Camocim,-2.9022,-40.8411,83.28,71,87,14.74,BR,1635020318
Piran,45.5278,13.5706,54.12,68,0,4.61,SI,1635020318
Karabulak,43.3036,44.8964,39.76,61,0,3.96,RU,1635020319
Kaeo,-35.1,173.7833,63.32,98,100,10.36,NZ,1635020319
Pangody,65.85,74.4859,32.38,98,100,11.21,RU,1635020319
Kabinda,-6.1333,24.4833,72.66,72,100,2.93,CD,1635020320
